id	text	category
2	His 90-minute speech meant to be a guide for his party in the upcoming election campaign.	politics
5	This is because the price of travel is not just the cost of the flight itself, but also includes taxes, ground transportation, and sometimes hotel and food.	travel
9	The anniversary was celebrated with a ceremony attended by thousands of people, who were asked to come and celebrate the progress the country has made since the independence from the previous ruler, the British.	politics
12	The game is based on the task of the player who controls the pig to fetch the balls and avoid the obstacles to reach the finish line first.	entertainment
23	Salmonella, staph, and strep are just a few of the bacteria that can be found in unclean food and cause illness.	health
31	He has become the most popular newcomer to the political scene in France in the past 20 years, and he is expected to become the leader of the French Republicans, the party that leads the conservative coalition.	politics
49	Coming late to a meeting is just as bad as being absent from the meeting in the first place.	travel
51	Whatever the cause, the result is the same: A quicksand Phenomenon, or sandstorm, can occur when loose sand is moved by wind.	science/technology
59	Famous for their overall health and fitness, the Hmong people associate wealth with the idea of eating a wide variety of foods.	health
63	Konkani is a South Indian language and is closely related to the Hindi language.	geography
64	Though he is young, he has already won control over his wild horses and musters.	health
76	"Mr. Smyth said the authorities ""are still trying to determine"" how the bomb was planted, but ""it is very likely"" that the attacker was wearing a bomb."	health
80	The apparent boomerang return is due to the fact that the airflow around the boomerang when it returns hits the thrower.	science/technology
85	"In the 1970s, the idea of the ""master plan"" was introduced. This was to move the fundamental structure of the city, with its traffic circles and boulevards, into focus."	travel
104	Flirting is a way of communicating that is approved and even encouraged by some managers.	entertainment
107	Suspected cases are reported to the health authorities who then notify the local authorities.	health
111	Ever since the dawn of time, humans have been making and using lenses to enhance the experience of seeing.	science/technology
121	Fortunately, there is a remedy for this: we can just resist the urge to eat the crumbs that happen to be under the table.	health
126	However, they should not be confused with true snorkeling, as you need a different qualification to fly a plane under a wing.	science/technology
135	I'm not sure if you realize it or not, but the bridge over the river is going to be closed for a while to make room for the upgrade work.	travel
137	Even though you're probably used to seeing pineapples on top of pizza, this fruit is not usually on the menu.	entertainment
141	Already, there is widespread concern that the government's austerity measures, which include budget cuts and a hike in fuel prices, will have an enormous impact on the already strained health service.	politics
148	Local media reports that authorities raised the death toll to eight and said at least five people were missing, presumed dead.	health
149	A ladybug has six legs, and she walks on them all.	science/technology
151	LOL is a acronym used to代表”laughing out loud”, a common way of expressing excitement in certain contexts.	science/technology
