id	text	category
0	The article originally proposed that marriage should be legalised to allow for the adoption of children .	politics
3	Mr. Lodin also said the police found traces of marijuana on the suspect , who was reportedly in the early stages of withdrawal from drugs .	health
9	The meeting of the political parties is the first time since the elections that surrounded the agreement to end the civil war , which have contentious matches between the rivalry parties .	politics
13	In these more democratic states , the people choose their leaders in periodic elections .	politics
17	She said goodbye to the silly nine - year - old me and said goodbye to the harsh realities of adulthood when she told me I was not allowed to go to bed until twelve .	entertainment
18	Police said the victim , who was found in a region known as El Goro Desert , was dressed in only underwear and appeared to have been there for a few days .	health
21	Airlines know well that there is a certain group of flyers who are willing to pay top dollar for the privilege of getting somewhere fast and in comfort , and they charge accordingly .	travel
26	Each morning , people gather on the streets of the capital , Addis Ababa , to applaud the first lightly - voiced announcements on the news ' radio .	entertainment
34	Warnings : The scenery is stunning , but the road is rough , and there is a steep and winding road that goes nowhere near as far as the advertised .	travel
41	However , there is one caveat to this approach : the more specialized the incentive , the more it will cost the organization to provide .	science/technology
43	Voting is compulsory in Australia . It is expected of all Australian adults to take part in the voting process , to demonstrate their commitment to a system of democracy .	politics
47	Tomorrow 's date has been set for the return of the film , which is expected to give audiences a first look at the new Marvel Cinematic Universe ( MCU ) film , Iron Man 3 .	entertainment
60	Rarely do travel agents sell travel that means neglecting important aspects of a traveller 's experience , like food , lodging , or even transportation .	travel
61	Under the right conditions , they can eat anything from insects to fish , even people .	science/technology
66	However , he has a different opinion about the response of the public . He thinks that most people support the sport in general and the need to have a reserve team in particular .	sports
68	However , he does have a few words of warning for any potential raptors : The snakes in the area are not bothered by humans so do not try to swing a stick or your arm around .	travel
73	Make sure you check the size of the bag , as some ferries do n't allow big bags .	travel
74	Curiosity is the scientific term for the desire to know . The human desire to know drives us both scientifically and personally .	science/technology
76	The real - life Witch of the West is a fairy - tale character who is said to appear at night in a lonely farm or deserted village and ask for food , drink , or a room to sleep .	entertainment
93	Although it is not a dangerous property of the compound , it can cause fatigue if handled incorrectly .	health
97	Spectacularly , though , he has no real rivals among the Republican Party 's potential 2016 presidential candidates .	politics
98	Between the events , construction continues to make adjustments to the facility to meet the needs of the athletes .	sports
101	The video appears to be filmed from a moving vehicle , as the camera pans across a series of miscellaneous objects in the middle distance .	science/technology
102	This is when a parent or guardian leaves the child alone for a long period of time , often in a public place , such as a shopping mall .	travel
104	Buses are less noisy and less crowded than trains , so they are a good choice for those who prefer not to be surrounded by people .	travel
106	Buying a pre-paid phone card in a foreign country is a good way to get around without having to worry about buying local calls .	travel
113	It 's the perfect holiday for those wanting to take a break from the busy holiday season but still want to see the Christmas lights .	travel
115	Recently , there has been a lot of buzz about a new type of business model that uses the sharing economy .	science/technology
117	The main reason people go to the beach , is to relax and enjoy the scenery .	travel
118	"His disciplined defence , ball handling skills and powerful shot made him a favourite with the public , and he was often referred to as the "" Giant "" ."	sports
120	However , nowadays there are more and more restaurants that offer vegetarian options , ranging from fully - vegetarian restaurants to those that offer only a few select meat dishes .	travel
123	Eventually , the mask will be destroyed when exposed to the hot filmstrip , but before then , it looks like a pea-sized object floating in space .	science/technology
124	India claims that the wall is needed to safeguard its borders from infiltration by terrorists who straddle the border from Nepal .	politics
126	In smaller towns and villages , you will often find that there is no real shopping area , but rather a combination of stores selling everything from toiletries to food to alcoholic beverages .	travel
129	The strange case of the missing child was the topic of a recent report in the newspaper The Sun , which published a photo of a missing boy dressed in black and wearing a helmet .	health
137	Fake news , also known as disinformation , has been around for a while . This is when people try to mislead people by presenting false information .	health
141	After the show , there will be a Q&A session where you can ask the musicians questions .	entertainment
151	For example , one might say that the English language was developed in part to facilitate communication between people who were deaf and people who were speaking at a slow speed .	science/technology
155	He expressed doubt that any coffee drinker will ever develop a coffee cup that is both comfortable to drink coffee in and safe .	health
160	The player who takes the fewest strokes , or swings of the club , to complete the course wins .	sports
163	The video shows the mother bear trying to get at the baby bears ' food but being unable to because of the babies ' gigantic size .	entertainment
166	Takoyaki is a Japanese dish where the steamed doughnut - shaped roll is filled with a variety of ingredients including meat , fish , vegetables , and condiments .	entertainment
175	In other cases , only those staying over night are allowed to enter the country . Check with the authorities for specific requirements .	travel
178	Although she is younger than Lord 's Cricketing Association 's ( LCA ) female player of the year , she has stated that she does not want to be defined by just one award .	sports
186	"He wrote that "" genetic engineering offers the tantalizing possibility of creating new lifeforms with desired characteristics . """	science/technology
187	Mizo culture is one of the most disparate cultures in the country , and is divided into many subcultures , each with its own distinctive language and dress .	entertainment
199	Everyone should be aware that feverishness or a sore throat are not unique to the feverishness or the sore throat caused by a common cold , but could be the symptom of a more serious condition .	health
219	He then walked away from the scene of the accident , apparently unharmed , and ignored the fact that a cat was lying dead on the road .	health
223	After all , the main purpose of travel is to have a good time and to feel satisfied .	travel
227	Between the attacks of nausea and vomiting , the crippled ship 's captain tried in vain to head the cruise ship towards a safer port .	health
229	He did , however , associate the evolution with the spread of agriculture , which he believed had occurred in India about two million years ago .	science/technology
239	Drink plenty of fluids : Carry water or other fluids with you to prevent yourself from getting dehydrated .	health
240	A crucial step in this process is to determine what the critical features are that distinguish one concept from another .	science/technology
241	The party was kept under wraps until it was decided to hold a massive party for the inauguration of the mall 's tenants in August this year .	politics
250	A few buttons on the side of the machine will act as triggers if you want to play games that offer prizes in real money .	science/technology
254	Cycling is a fun outdoor activity that many people enjoy , whether it's to exercise , to take a journey , or to enjoy the scenery .	travel
257	For the anniversary event , the zoo is throwing a party for adults only and asking that visitors over the age of 40 come dressed to the nines .	travel
260	Reading a signed document is the same as reading a written one without seeing the signers ' faces .	science/technology
264	"It 's not uncommon for tourist attractions to become "" theme parks "" dedicated to just one of the many interests of the particular crowd ."	travel
267	The exact nature of this relationship is not known , but it seems that the males provide the females with a nest site before they lay their eggs .	science/technology
270	Popular culture often depicts the inventor of the light bulb as a man who came up with the idea while sitting at home alone in the night , thinking hard about how to improve the light bulb .	science/technology
273	Conscious awareness , or “ body scan ” as it is sometimes called , is a practice of regularly scanning the body with a focus on the sensations in the present moment .	health
277	Today 's announcement also complements a previous decision to grant a temporary reprieve from the ban on gay marriage .	politics
286	The immediate vicinity of the falls is a popular tourist attraction , with many shops and restaurants lining the banks .	travel
288	"The description of the act of stealing , called "" phising "" , is used to describe this type of fraud ."	science/technology
291	Upset : A sadness that is not properly channeled can become anger , which in turn can push a person over the edge .	health
292	The advantage of this method is that there is little or no waste since the paper can be used multiple times .	science/technology
300	Well , it is a fact that if you saw a film about a desert safari , you would expect to see big , wild beasts roaming in the desert , right ?	entertainment
301	"He wrote that "" Dream Team "" was "" a collection of players that still stands out 10 years after its formation . """	sports
309	"In some countries or types of stores , there is an "" outlet "" section where you can find pre-owned goods for a discount ."	travel
316	The constant reminder of how little they have left has made many of the players , especially the younger ones , conscious of the need to make the most of their opportunities .	sports
318	"Voters in France will decide on June 17 whether to ratify the revised constitution , which some have called a "" redesign "" of the country ."	politics
320	Steam trains are still used on some long - distance routes , though they are less common and slower than diesel trains .	travel
329	In this dedicated transport vehicle , passengers can ride for free on Lotte 's pet train .	travel
331	The friend or family member who helps you with your travel documents may be using the same name as you .	travel
343	Animal Liberation and the Humane Society of the United States both criticize the use of spay and neuter surgeries as a means to reduce the cost of pet ownership .	health
344	The effect is dependent on how often the brain attempts to lucidly dream per night .	health
348	The image , when combined with data from the satellite , will help scientists to better understand how the volcano is changing .	science/technology
351	It 's common for travel agents to make a commission from the sale of a travel product .	travel
352	The outer layer of the worm , called the exoskeleton , is made of hard , protective shell .	science/technology
353	Dr. Tenderfero said the doctor diagnosed the patient with malaria , a disease that the patient said he had contracted while on a visit to Tanzania in July .	health
356	The afternoon session was attended by over 2,500 people who used the space to model uniforms for the new school year .	entertainment
357	Birthdays are a good occasion to remind people about plants and animals that are part of a person 's birthplace .	travel
359	"After the match , the captain of the team , Michael Williams , said the team was "" very , very upset "" and felt "" obliged "" to win the game to "" show the people of Australia that we are a serious team and that we can compete with the best . """	sports
371	Please note that all children are not yet fully engaged in the learning process . Some children learn best when in a playful atmosphere .	travel
373	Guides are able to recommend which pets are best for the particular traveler , and can even provide suggestions as to how to care for the traveler 's pet while the traveler is away .	travel
375	Infection rates in the patient care unit were found to be higher than expected , and the cause is believed to be S. aureus , a common bacteria that can often be found on the skin of healthy people .	health
377	However , be aware that the purple flower bug , a pest that can wear down your plants in no time , is not uncommon in Hawaii .	health
387	A popular activity is to go snorkeling to see the beautiful marine life , or to swim or surf in a place where you can get close to the rocks . No swimming or surfing instruction is required .	travel
391	He does n't seem to be resigning , he just wants to find a new way to relax after he finishes his job as PM .	politics
396	The eagle - eyed observer will notice that the number of dots matches the number of chromosomes in the eukaryote cell ( e.g. ladybugs ) .	science/technology
399	Well , in short , they make you feel bad about buying the original , make you think you need a bigger or better one .	science/technology
403	Guwahati is the first stop on the Transantarctic Highway , the first part of the Transantarctic Highway to be completed , which will promote tourism in the region .	travel
411	In some countries or types of restaurants , serving food on the go is a form of entertainment itself .	travel
416	"There is no such thing as a "" neutral "" country . A country is either with the war or against the war ."	politics
417	Those following a raw food diet consume no food other than those produced on the farm or gathered in the wild .	science/technology
418	I 'm worried about how we cast a vote that will actually be cast for the person who is going to cast the most votes , not the person who has the most skills .	politics
423	The author encounters no prejudice ( from either sides of the aisle ) when it comes to deciding which benefits to include and which to exclude .	travel
424	March 8 , 2011 , was the last date that the notice of intention to declare independence was posted .	politics
439	Vessels traveling to or from the Antarctic Peninsula or any anchorage below the ice must have a valid license .	travel
442	In the warm climate of the Middle East , the house was not so important .	geography
450	"The judge described the prosecution 's attempt to combine two charges of rape with one charge of sexual assault as "" astonishing "" ."	politics
451	"Noted for its similarity to the English adverbs like "" very "" or "" somewhat "" , the Japanese adverb "" karada "" ( "" karada "" means "" same "" in English ) is used to describe quantities ."	science/technology
454	Wearing a hearing aid does not mean that you cannot hear well in noisy environments . It just means that you have to work harder to hear .	health
457	But , if you 're used to eating food that is unhealthy for you , then this may not be the change for you .	travel
459	But he said the 6.34 percent cut in taxes for the middle class was not a cut , but a transfer of money from the rich to the poor .	politics
460	Despite the potholes , Tweyi and his colleagues decided to stage the election , because they thought it was more important to put the election on than to repair the roads .	politics
466	In the wild , apes ( including humans ) eat the leaves , fruit , and nuts that are not easily accessible .	science/technology
472	Into the sacred half of the pillow is put the dead person 's positive side .	health
474	Ewe ! Do n't make the same mistake I did - do n't blow your all - important vacation money on a useless gift for the home .	travel
